headline,url,content,date_time,tags,article_number
Maha Kumbh to be grandest ever: CM,https://timesofindia.indiatimes.com/city/lucknow/maha-kumbh-2025-a-grand-invitation-from-cm-yogi-adityanath/articleshow/114704653.cms," 12 Lucknow: Saying that Maha Kumbh-2025 will be the grandest ever, Chief Minister Yogi Adityanath on Monday extended invite to saints and devotees across the country to attend the mega religious event in Prayagraj. ""This grandest celebration of Sanatan Dharma will surpass all previous Kumbhs in size and grandeur,"" said Yogi, who was at the Dera Siddh Baba Garibnath Math in Pehowa, Haryana.Yogi also congratulated Haryana CM Nayab Singh Saini on his recent electoral victory and expressed gratitude to the people of the state for electing a BJP govt. Saini was also present at the programme.He praised their support, stating that they embodied Lord Krishna's words, ""Paritranaay Sadhunaam, Vinaashay Cha Dushkritam.""With Haryana being the land of Lord Krishna's ‘Karmayog', Yogi added, those who acted wrongly would face unfavourable outcomes.The CM explained that religion has two core objectives: Abhudaya and Nishreyas. Abhudaya represents worldly progress, where one channels energy toward public welfare in alignment with individual capabilities, requiring wise decision-making. ""For progress, we need good saints in the religious field and the right people in development efforts. Positive results stem from choosing virtuous individuals. A yogi or committed householder cannot achieve spiritual fulfilment, or Nishreyas, by ignoring worldly duties, or Abhudaya. This commitment not only establishes a foundation for achieving public welfare and development but also leads to the path of salvation,"" he said.The CM said true spirituality did not mean abandoning society, referring to Adi Shankaracharya, a saint from Kerala, who established four spiritual centres in the four corners of India through public awareness and ‘shashtrartha'.Remembering a bhajan by Guru Shri Triloknath Babu of the Guru Gorakhnath Ashram in Junagadh, he said, ""Sant hain suhaagi, rehte sada magan, jaate hai jis lok mein sada karte chaman (Saints are ever-blessed, always in joy, bringing beauty to every realm they enter).""Talking about Pehowa's spiritual legacy, the CM told the audience that the teachings of Yogi Satyanath from there spread across the country. However, in recent times, the area's condition declined, and Mahant Shernath deserved praise for renewing the faith of devotees by revitalising not only Pehowa but also long-neglected holy sites in Muzaffarnagar and Shamli. ""This sacred land, which declined for four generations, is now on a path to revitalisation under the guidance of a yogi. Pehowa is the holy ground of the renowned Siddha Yogi Garibnath ji of the Nath sect,"" the CM said, adding that the event he was attending was taking place on the banks of the Saraswati River, which the Haryana govt was fully committed to reviving.","  Oct 29, 2024, 00:40 IST","['city', 'lucknow']",114704653
BJP corporator Shetty now Sena face for Bhiwandi E,https://timesofindia.indiatimes.com/city/mumbai/bjps-santosh-shetty-joins-shiv-sena-as-bhiwandi-east-candidate-a-political-surprise/articleshow/114704844.cms,"  Kalyan: In a surprising event, Santosh Shetty, a four-time BJP corporator and one of the famous faces of the BJP in Bhiwandi, was made the candidate of Shiv Sena by the Mahayuti from the Bhiwandi East seat. Shetty was earlier seeking a ticket from the BJP for the Bhiwandi East seat. If political sources are to be believed, Shiv Sena and the BJP have exchanged some of their leaders across various seats in Maharashtra. Among them is BJP leader Nilesh Rane, son of Narayan Rane, who is contesting from a Shiv Sena seat by joining the party.Similarly, BJP's Santosh Shetty is now the candidate from the Bhiwandi East seat for Shiv Sena. Shetty is known for his social work in Bhiwandi and has a good influence not only among Hindus but also within the Muslim community. Now, he will face the Samajwadi Party's Rais Sheikh on the Bhiwandi East seat, who has created a distinct identity in Bhiwandi with his work. In such a situation, it will be worth watching who wins the election in this minority-dominated seat. — Pradeep Gupta","  Oct 29, 2024, 00:51 IST","['city', 'mumbai']",114704844
Steins;Gate reboot set for 15th anniversary - Here's all you need to know,https://timesofindia.indiatimes.com/web-series/news/english/steinsgate-reboot-set-for-15th-anniversary-heres-all-you-need-to-know/articleshow/114704837.cms,"  There are reports that Steins;Gate will be rebooted for its 15th anniversary, which will be around this time in the year 2025. It will be rebooted with new elements in its story and newly designed visuals. It started as a visual novel from 5pb and Nitroplus in 2009; later, it became a legendary title for the sci-fi genre. It later led to the production of the anime series, several live-action adaptations, numerous drama CDs, and last but not least, it gained great popularity with the second game released in 2018 known as Steins; Gate 0.Further, the reboot would not be in the form of a new anime series but an upgrade on the original visual novel aiming to bring back the core that made Steins;Gate a fan favorite. Refreshed with a new narrative and a fresh storyline coupled with the art style for something new, this version ensures to improve the gripping plot and complex characters that would define the series. Fans would eagerly await the re-imagining of the sci-fi elements of the original, mixed with some nostalgia and newness.Steins;Gate is the story of a group of college students who find out how to send messages into the past by using a microwave that has been modified. They are drawn into a conflict with SERN, an organization that has the power and wants to control this groundbreaking technology. Quirky series main character Rintaro Okabe gets stuck into an epic battle to protect his friends and make it through the danger of time manipulation. This is a classic story is known for its plot full of twists and thoughtful development of the characters, and the way suspenseful elements of sci-fi are blended into a romantic comedy.'Blame The Game' Trailer: Anna Maria Muhe and Haviland Stillwell starrer 'Blame The Game' Official Trailer","  Oct 29, 2024, 00:50 IST","['web-series', 'news', 'english']",114704837
"In 2-wheeler segment, e-bikes are still not a preferred choice",https://timesofindia.indiatimes.com/city/lucknow/e-bikes-struggle-to-capture-market-amid-rising-two-wheeler-sales-in-lucknow/articleshow/114704633.cms,"  Lucknow: There is a significant rise in booking of two-wheeler vehicles in the state capital before Diwali season. Dealers in the city are expecting around 4,000-5,000 vehicles to be sold at this festival.Mid-range two-wheelers are more popular this year.Despite the various options available for E-vehicles in the market, people are opting for non-electric two-wheelers.Anand Verma, a sales executive at a local showroom, noted, ""Scooter demand has surged during this festive season. We've received approximately 500 bookings for various scooter models this Diwali. Additionally, mid-range motorcycles priced around one lakh are also experiencing increased buyer interest.""Due to ongoing maintenance concerns and reviews of e-vehicles people are showing lack of interest in these options, e-bikes are not gaining significant traction among consumers."," Oct 29, 2024, 00:39 IST","['city', 'lucknow']",114704633
UP amass mammoth 556 to get an upper hand over Punjab,https://timesofindia.indiatimes.com/city/lucknow/uttar-pradesh-routs-punjab-with-record-556-runs-in-ranji-trophy-showdown/articleshow/114704843.cms,"  Lucknow: Uttar Pradesh amassed a formidable score of 556 to establish an imposing overall lead of 346 runs over Punjab during the Ranji match in Mohali.Opening batter Madhav Kaushik's stellar performance with a sublime century, coupled with the remarkable half-centuries from middle-order batter Rinku Singh, all-rounder Saurabh Kumar, and spinner Shivam Sharma, propelled UP to a commanding position in their first away match.Uttar Pradesh declared their innings at 556/9 in 141.1 overs in their Elite C group encounter leaving Punjab struggling at 49/1 in 19 overs at the close of the penultimate day.At the crease were Jaskaranvir Singh Paul (19) and Anmol Preet on 14. Abhay Chaudhary (11) was dismissed early by Vijay Kumar in the 10th over.UP now have a full day on Tuesday to grab the remaining Punjab wickets to record a much-needed first win of the season. UP have never registered an outright win over Punjab in 10 earlier encounters in Ranji Trophy.Overnight, 293/3, Uttar Pradesh added 263 runs in 60 overs on Monday. Madhav, who was at the crease at 128, added 35 runs and scored a magnificent 163 runs, while Rinku Singh added 22 runs to score 68 runs off 131 balls.Rinku was caught by wicket keeper Salil Arora off the delivery of Krish Bhagat in the 99th over. Siddhartha Yadav (27) then joined Madhav at the crease to provide a healthy partnership, but Madhav Kaushik was caught by Pukhraj Mann off the delivery of Sanvir Singh in the 104th over. Yadav was dismissed by Sanvir Singh in 106th over. All-rounder Saurabh Kumar hammered a half-century, smashing 69 runs off 67 balls with the help of five boundaries and three sixes. Saurabh Kumar and Shivam Mavi held a strong 87-run partnership off 118 balls for the seventh wicket. Mavi put up a healthy score of 37 runs but was dismissed by Krish Bhagat. Spinner Shivam joined Saurabh Kumar and added a 21-run partnership for the eighth wicket. Shivam smashed an unbeaten fifty off 58 deliveries. Atal Bihari (9) and Vijay Kumar (5) also contributed to the team''s total.Saurabh took two wickets giving away 55 runs and scored 69. ""Our team performed well. Our team's top and middle order performed well. Shivam and I are in the lower order, and we both gave our best and scored runs,"" Saurabh said.""It's a batting wicket, but we will try to bowl out Punjab tomorrow,"" he said.","  Oct 29, 2024, 00:51 IST","['city', 'lucknow']",114704843
87 state assembly seats under ECI scanner,https://timesofindia.indiatimes.com/city/pune/election-commission-flags-87-maharashtra-assembly-seats-amid-cash-flow-concerns/articleshow/114704842.cms,"  Pune: Election Commission of India (ECI) has placed 87 of 288 Maharashtra assembly constituencies under heightened surveillance following concern over illegal cash flow.Key constituencies in Mumbai, Pune, Nagpur, and Marathwada regions are among those flagged, an official told TOI.District returning officers have been told to deploy additional special squads alongside existing teams to check illegal movement of cash and gold during elections. An official said that the directive was issued following reports of significant seizure of cash, gold, drugs, and gifts from these constituencies during Lok Sabha polls this year.""We are keeping a strict vigil on all constituencies. We have issued instructions to all district election officers and returning officers and hoping for co-operation from all candidates and political parties,"" said state additional CEO Dr Kiran Kulkarni.Officials noted that several candidates also exceeded prescribed spending limits in these segments, so these constituencies were marked. ""ECI asked us to map these constituencies, and the returning officials were told to keep a close watch,"" said a senior official. The poll panel told the district returning offices to appoint special squads in addition to existing squads to curb flow of cash and gold. These squads will comprise officials and personnel from the Central Armed Police Force.Responding to concern over covert cash movement, ECI instructed the state govt and chief electoral officer to monitor vehicles disguised as police vans and ambulances. The commission also called for increased scrutiny of digital wallet transactions and surveillance of airstrips and helipads for suspicious cargo movement.The poll panel's move is important because the state election machinery finalised the expenditure rate list in consultation with parties and candidates. ECI also directed that the state-level bankers committee should move cash in designated vehicles, and there should not be any movement after sunset. Moreover, it told the state poll machinery to check the helicopters of all parties' star campaigners and leaders equally by providing a level playing field. The poll panel made it amply clear that favour should not be shown to anyone.Moreover, the poll panel told the state govt and the office of state CEO to keep a strict vigil on interstate borders and conduct CCTV monitoring 24x7 at critical check posts by focusing on the border areas of Madhya Pradesh, Karnataka, and Goa. The poll panel called for taking stern action against drug and liquor kingpins and keeping a strict watch on national highways and rail routes. As many as 1250 complaints of code of conduct violation were resolved of the 1259 complaints registered, while property worth Rs 100.40 crore was seized across the state in cases of illegal money, liquor, drugs, and precious metals, till Oct 25.","  Oct 29, 2024, 00:51 IST","['city', 'pune']",114704842
NGO celebrates Diwali with over 120 underprivileged kids,https://timesofindia.indiatimes.com/city/madurai/ngo-brings-joy-to-over-120-underprivileged-kids-this-diwali/articleshow/114704640.cms,"  Madurai: GNE (Global Network for Equality – India) and Ni Alosanais Group hosted a special Diwali celebration for over 120 underprivileged children at V R Chris Ayyar Hall, K K Nagar, Madurai, on Monday.Titled ""Oli 2024"" (Light 2024), the event aimed to bring joy and hope to the children, creating memorable Diwali moments. Justice C Saravanan of the Madras high court, the event's chief guest, spoke on the significance of such initiatives in fostering a sense of belonging and empowerment among underprivileged children. ""Diwali is a festival of lights, and by celebrating with these children, we hope to light up their lives in more ways than one,"" he said.The children received essential educational supplies, including books, and vocational guidance to support their future aspirations. Festive crackers and food were also distributed, ensuring a complete and joyful Diwali experience for all.MSID:: 114697288 413 |","  Oct 29, 2024, 00:39 IST","['city', 'madurai']",114704640
Student wins gold in World Chess Boxing,https://timesofindia.indiatimes.com/city/thiruvananthapuram/sainik-school-student-wins-gold-medal-at-world-chess-boxing-championship/articleshow/114704663.cms,"  Thiruvananthapuram: Devananda of Sainik School Kazhakkoottam won a gold medal in the chess boxing light (53kg girls) category, defeating Anastasiia Potapova from Russia in the World Chess Boxing Championship in Armenia.She also earned a bronze in the chess boxing classic (53kg girls) category against Shamsieva Sabrina from Russia, and another bronze in the chess boxing fit category, facing off with Potapova once again.Before this international achievement, Devananda already made a name for herself in the national and Asian chess boxing arenas. At the 12th National Chess Boxing Championship, she took the gold medal in the 60-65kg category. Her streak of victories continued with three more golds in the 50-55kg sub-junior category at both the Second Asian Chess Boxing Championship and the Third Indian Open International Chess Boxing Tournament in Kolkata.","  Oct 29, 2024, 00:40 IST","['city', 'thiruvananthapuram']",114704663
Two youths held for man’s death,https://timesofindia.indiatimes.com/city/thiruvananthapuram/two-arrested-after-hit-and-run-leads-to-tragic-death-of-vellarada-man/articleshow/114704711.cms,"  T'puram: Vellarada police arrested two youths in connection with the death of a man who was denied medical attention after being hit by a two-wheeler. The suspects, identified as Athul Dev, 22, and Vipin, 21, both residents of Choondikkal near Vellarada, were taken into custody on Sunday after going into hiding following the incident.The victim, Suresh, 52, a resident of Kalinkunada near Vellarada, was found dead inside a locked room on Sept 11. According to police, the tragic sequence of events began on Sept 7, when CCTV footage captured a motorcycle hitting Suresh on the road. Rather than seeking medical help, the accused dragged the injured man into a nearby room and locked him inside.Suresh, a carpenter who was living alone in Vellarada following the death of a relative, remained locked inside the room without receiving medical assistance. On Sept 11, locals noticed a foul smell coming from the house and discovered Suresh's body. Police confirmed that the cause of death was the lack of immediate medical care following the accident.The CCTV footage also revealed that Suresh left the house around 11pm on the night of Sept 7, only to be struck by a speeding motorcycle as he crossed the road. It is unclear whether the injuries from the hit-and-run or the lack of medical care ultimately led to his death. Suresh was living in Vellarada after getting separated from his wife and children. They have been charged with culpable homicide under BNS Section 101. The accused were produced before a magistrate and were remanded to judicial custody for 14 days. ","  Oct 29, 2024, 00:42 IST","['city', 'thiruvananthapuram']",114704711
"In Vijaypur, villagers confront BJP’s Rawat over shortage of drinking water",https://timesofindia.indiatimes.com/city/bhopal/villagers-confront-bjp-candidate-over-water-crisis-in-vijaypur/articleshow/114704749.cms,"  Bhopal: BJP candidate Ramniwas Rawat encountered significant opposition from villagers over shortage of reliable drinking water during his campaign for the Vijaypur Assembly by-election in Sheopur. Congress said that the villagers were protesting Rawat's candidacy while BJP replied that they were only expressing their genuine concern. On Sunday, Rawat arrived in Hullpur village, seeking votes from residents. However, he was met with pointed questions from members of the Dalit community regarding persistent drinking water shortages in the area.As tensions rose, a young man began recording the exchange on his mobile phone. Some villagers attempted to intervene and stop the recording, but he continued filming.The video was circulated online the next day, leading to accusations from the opposition that it was a protest against Rawat's candidacy. In the footage, several villagers, particularly women, directly confronted Rawat, highlighting their frustration with the lack of reliable drinking water.BJP district president Surendra Singh Jat responded to the video while talking to local media, asserting that the women's remarks reflected their genuine concerns rather than a protest against Rawat. He explained that the villagers were articulating their problems in their local dialect, emphasizing the importance of communication in addressing community needs. Jat acknowledged the ongoing code of conduct during the election period but reassured residents that the drinking water issue would be prioritised and addressed swiftly. "," Oct 29, 2024, 00:45 IST","['city', 'bhopal']",114704749
Urdu play ‘Yahudi Ki Beti’ staged,https://timesofindia.indiatimes.com/city/lucknow/engaging-urdu-play-yahudi-ki-beti-captivates-audience-in-lucknow/articleshow/114704872.cms,"  Lucknow: Play ‘Yahudi Ki Beti' was staged at UP Urdu Akademi on Monday.Presented by the Akademi's Urdu Drama students, the play is originally written by Agha Hashr Kashmiri and directed by Jafar Sanjari. The script is written by Anil Rastogi and costumes are designed by Rosy Mishra. The dialogues were delivered in Urdu and rendition of beautiful songs during the play was also presented by the students. The plot of the play revolved around a Roman prince who falls in love with a Jewish girl. Main characters were played by Stuti Awasthi, Kumar Gaurav, Priya Gupta, Osheen Vats, Anshul Gaurav and Gulistan Khan."," Oct 29, 2024, 00:54 IST","['city', 'lucknow']",114704872
Rebels file papers as independents in Pune & Pimpri Chinchwad,https://timesofindia.indiatimes.com/city/pune/rebels-run-as-independents-in-pune-and-pimpri-chinchwad-elections/articleshow/114704753.cms,"  Pune: Aspirants from both MVA and Mahayuti, who were denied tickets in Pune and Pimpri Chinchwad, have started filing nominations as independents.This has caused a headache for the official candidates of both alliances, who have started reaching out to top brass to convince independents to withdraw nominations and avoid division of votes.At least two NCP leaders, including Nana Kate and Bhausaheb Bhoir, who were eyeing a ticket from Mahayuti for the Chinchwad seat, filed their nominations as independents on Monday. BJP has nominated Shankar Jagtap as the official candidate of Mahayuti for this seat. Kate, who was the official candidate of undivided NCP during the recently held by-poll in Chinchwad, said, ""The NCP unit of Chinchwad is with me, and considering my performance in the previous elections, I am confident of victory.""Bhoir contested the assembly election as an undivided NCP and Congress alliance candidate from Chinchwad in 2009 and lost against BJP's Laxman Jagtap.In Pune, Congress leaders, including Kamal Vyavahare, the former mayor of PMC, filed her nomination as an independent from Kasba Peth constituency, while Manish Anand filed his nomination from the Shivajinagar seat on Monday. ""I filed the nomination considering the demand from my supporters,"" Anand said. Congress has nominated sitting MLA Ravindra Dhangekar from Kasba Peth, while Dattatray Bahirat, who lost the previous election against BJP's Siddharth Shirole, was nominated for the Shivajinagar seat.Earlier on Sunday, Shiv Sena (UBT) city president for Pimpri Chinchwad, Sachin Bhosale, also announced that he will contest the election as an independent from the Pimpri seat, where NCP (SCP) has already nominated Sulakshana Shilwant as the official MVA candidate. Bhosale said Shiv Sena (UBT) was not allocated any of the three assembly seats of Pimpri Chinchwad in the alliance. Former corporator BJP's Seema Sawale is also likely to contest as an independent from the seat.Former Congress corporator Aba Bagul, who was eyeing a ticket for the Parvati seat from MVA, also filed his nomination as an independent, while NCP's Anand Alkunte, who was eyeing a ticket for Hadapsar from Mahayuti, did the same. Other aspirants likely to rebel include Sachin Taware from NCP (SCP), who said he will contest as an independent from Parvati with support from Maratha quota activist Manoj Jarange. ","  Oct 29, 2024, 00:45 IST","['city', 'pune']",114704753
Sainik school student going home for Diwali dies in Chhatarpur accident,https://timesofindia.indiatimes.com/city/bhopal/tragic-accident-claims-life-of-sainik-school-student-heading-home-for-diwali/articleshow/114704808.cms,"  Bhopal: A 13-year-old boy going home for Diwali celebrations from his boarding school was killed and 19 others injured when a bus they were traveling in collided with a trolley in Chhatarpur. Following the impact a tyre of the bus burst, causing the bus to overturn and fall into a ditch. The bus was travelling to Gwalior from Rewa. The accident took place around 11:30 pm on Sunday in the Bageshwar outpost area of the Bamitha police station. The injured were rescued and admitted to Chhatarpur District Hospital by an ambulance from the National Highway Authority of India. Khajuraho SDOP Salil Sharma said the deceased boy, Samar Rathore, was seated in the back with his father. Samar, a resident of Bhind, was going to his home for Diwali, taking leave from the Sainik boarding school. His father, Dinesh Rathore, said timely help could have saved his son's life. Witness Rameshwar Patel said the trolley's tyre burst before it collided with the bus. He and another bystander informed police about the accident. SDOP Sharma told TOI: ""I immediately went to the spot and started rescuing the passengers. There was also a fear of the bus catching fire as diesel started to leak from the tank."" Doctors said 19 people, including three in critical condition, were admitted to the district hospital. The critically injured people were later referred to the Gwalior Medical College. ","  Oct 29, 2024, 00:48 IST","['city', 'bhopal']",114704808
SSE-2025 preliminary exam on Feb 16,https://timesofindia.indiatimes.com/city/indore/sse-2025-preliminary-exam-scheduled-for-february-16-2025-early-announcement-by-mppsc/articleshow/114704811.cms,"  Indore: Madhya Pradesh Public Service Commission (MPPSC) on Monday announced to hold State Service Preliminary Examination-2025 on Feb 16, 2025.The examination is scheduled to take place in two sessions across various district headquarters in Madhya Pradesh. MPPSC, in the official press release, stated that this year's syllabus and exam pattern will remain unchanged from the SSE 2024. Aspirants can expect the official examination notification to be published on the commission's website shortly.Compared to previous years, the commission has announced the prelims date early this year, aiming to bring the delayed exam calendar on track. ""This notification is for students to start preparing early. The advertisement is being prepared and will be released in Nov. With the early announcement of the exam, MPPSC is trying to realign the examination schedule,"" the commission OSD Dr R Panchbhai told TOI.Civil service aspirants in the state are eagerly waiting for the detailed advertisement to learn the number of vacancies for the SSE-2025. In 2024, candidates were disappointed with the limited 110 vacancies. The commission, on Monday, also granted a second chance to candidates disqualified from the SSE-2022 due to incomplete or late document submissions. Initially, 1,599 candidates were shortlisted for interviews, but the number dropped to 1,551 following the exclusion of 48 candidates. After reviewing appeals, MPPSC has now allowed these candidates to submit required documents along with a late fee of Rs 3000 from Nov 4-8, 2024 and Rs 25,000 from Nov 11-18, 2024."," Oct 29, 2024, 00:48 IST","['city', 'indore']",114704811
MP reviews progress of various central schemes in DISHA meet,https://timesofindia.indiatimes.com/city/kochi/mp-hibi-eden-reviews-central-schemes-progress-at-disha-meeting-in-ernakulam/articleshow/114704672.cms,"  Kochi: The first quarter district level coordination and monitoring committee (DISHA) meeting for the centrally-sponsored schemes for Ernakulam was held at the Ernakulam Guest House conference hall on Monday. The meeting, chaired by MP Hibi Eden, reviewed the progress of various schemes.He expressed dissatisfaction that although water reservoirs under the Amrut scheme were constructed at many places in the district, the tanks remain unused. He suggested that immediate steps be taken to complete the 190 MLD plants to address the drinking water shortage in the district through integrated intervention by the central and state govts.According to the new guidelines of the central govt, proposals for projects implemented using MP funds must be documented through the e-Sakthi portal. The MP also emphasized that departments should work in coordination to complete these procedures in a timely manner.The meeting was attended by deputy collector of the revenue recovery department V E Abbas, district poverty alleviation project director P H Shine, executive officers, and public representatives.","  Oct 29, 2024, 00:40 IST","['city', 'kochi']",114704672
Gorakhpur Link Expressway likely to open for vehicular traffic by Nov 30,https://timesofindia.indiatimes.com/city/lucknow/gorakhpur-link-expressway-set-to-open-by-november-30-enhancing-travel-in-eastern-up/articleshow/114704688.cms,"  Lucknow: Travelling between Lucknow and eastern UP districts will now become easier as the Gorakhpur Link Expressway is likely to be opened for vehicular traffic by Nov 30.Sharing details of the latest progress report released on Monday, a senior officer from the Uttar Pradesh Expressways Industrial Development Authority (UPEIDA) said that 98% of work on the project has been completed.The 91-km expressway is being developed as a link route to facilitate the movement of vehicles between Purvanchal Expressway and Gorakhpur via Azamgarh, Ambedkarnagar and Sant Kabir Nagar.With a right of way of 110 metres, the four-lane expressway is expected to reduce travel time between Lucknow (Hazratganj) and Gorakhpur (Ramgarh Tal) from the existing six hours to less than four hours.Additional chief executive officer of the authority, SP Shahi, said: ""The main carriageway of Gorakhpur Link Expressway is ready. Work on some structures and interchanges is in progress and it will take a few more weeks for completion of work.""According to officials, out of 343 structures that need to be constructed between Salarpur and Jaitpur (start and end points), 337 are ready, and work on the remaining ones is in the final stage.Meanwhile, the challenge before the authority is to complete the Ganga Expressway on time. The authority has fixed Dec 24 as the deadline to allow vehicular movement over the 594-km long expressway that will link Meerut and Prayagraj. With Maha Kumbh scheduled to commence on Jan 13, 2025, providing seamless connectivity through the Ganga Expressway between NCR and Prayagraj has been deemed crucial by the UP govt.While it currently takes 12 hours to drive straight from Connaught Place to Triveni Sangam, the six-lane expressway is likely to reduce the travel time to 8-9 hours. With 62% of the work complete, UPEIDA is asking the construction companies to ensure that all the bridges over rivers and water bodies are complete, and the main carriageway is ready by Dec 24.""We have asked the companies to ensure all the structures over river streams and water bodies are complete. Work on 90% of the total 1,488 structures has been completed. The challenge is to complete the carriageway on time. Our team is monitoring the progress daily and reporting it to the govt,"" the officer said.","  Oct 29, 2024, 00:41 IST","['city', 'lucknow']",114704688
Colvin emerge champs in inter-school tourney,https://timesofindia.indiatimes.com/city/lucknow/colvin-taluqdars-college-crowned-champions-in-kunwar-munindra-singh-memorial-cricket-tournament/articleshow/114704650.cms,"  Lucknow: Colvin Taluqdars' College triumphed over SR Global School by six wickets in the final match of the 15th Kunwar Munindra Singh Memorial Inter-School Cricket Tournament at Colvin Taluqdar Ground, on Monday.SR Global School's Kumar Abhinav smashed 41 runs off 44 deliveries with the help of four boundaries while Anmol Singh contributed 27 runs. However, rest of the players could not make a mark as Colvin's bowling unit restricted SR Global to 94/8 in 20 overs.In reply, fine knocks by Colvin skipper Abhimanyu (30) and wicketkeeper-batter Elesh Pratap Singh (30) helped the team to chase the target at the loss of four wickets in 18.5 overs.Abhinav of SR Global was named Man of the Series for scoring 82 runs in the tournament while Jaishri Yadav was named best bowler for claiming 7 wickets in the tournament.","  Oct 29, 2024, 00:40 IST","['city', 'lucknow']",114704650
DSMNRU togive trainingfor Paralympics,https://timesofindia.indiatimes.com/city/lucknow/dsmnru-launches-comprehensive-training-program-for-indian-paralympic-athletes/articleshow/114704642.cms,"  Lucknow: Dr Shakuntala Misra National Rehabilitation University (DSMNRU) in Lucknow will offer its state-of-the-art sports facilities and expert coaching to specially-abled athletes representing India in the Paralympic Games. The university is also planning to expand its sports infrastructure by adding a swimming pool on campus in the near future.""We are the only specially-abled university in Asia and are known to have excellent sports infrastructure. Recently, for the Paralympics held in Paris six para-badminton players of international repute, including Suhas LY, practised at our university,"" said vice-chancellor Prof Sanjay Singh.The university is currently drafting a proposal to provide additional facilities such as sports prosthetics, a sports physiotherapy unit and swimming to assist Indian athletes participating in Para Olympic Games at the international level.Prof Singh mentioned that the university is also considering submitting a research grant proposal in the field of prosthetics orthotics and assistive technology to the department of biotechnology and department of science and technology under the ministry of science and technology, Union govt. The aim is to provide disabled individuals in society with artificial limbs based on the most advanced technology.Lucknow: Dr Shakuntala Misra National Rehabilitation University (DSMNRU) in Lucknow will offer its state-of-the-art sports facilities and expert coaching to specially-abled athletes representing India in the Paralympic Games. The university is also planning to expand its sports infrastructure by adding a swimming pool on campus in the near future.""We are the only specially-abled university in Asia and are known to have excellent sports infrastructure. Recently, for the Paralympics held in Paris six para-badminton players of international repute, including Suhas LY, practised at our university,"" said vice-chancellor Prof Sanjay Singh.The university is currently drafting a proposal to provide additional facilities such as sports prosthetics, a sports physiotherapy unit and swimming to assist Indian athletes participating in Para Olympic Games at the international level.Prof Singh mentioned that the university is also considering submitting a research grant proposal in the field of prosthetics orthotics and assistive technology to the department of biotechnology and department of science and technology under the ministry of science and technology, Union govt. The aim is to provide disabled individuals in society with artificial limbs based on the most advanced technology.","  Oct 29, 2024, 00:39 IST","['city', 'lucknow']",114704642
"TVK chief Vijay is BJP’s ‘C’ team, says law minister",https://timesofindia.indiatimes.com/city/trichy/vijay-called-bjps-c-team-by-tamil-nadu-law-minister-regupathy/articleshow/114704712.cms,"  Pudukottai: State law minister Regupathy on Monday took a dig at actor-turned-politician Vijay, calling him the ‘C' team of the Bharatiya Janata Party (BJP).Speaking to reporters at Pudukottai, Regupathy mocked Vijay's Vikravandi political conference, describing it as a mass cinema conference.""Actor Vijay's Tamizhaga Vettri Kazhagam (TVK) is not an ‘A' team or ‘B' team, but it is a ‘C' team of the BJP. Vijay himself knows this fact. The Dravidian model of governance cannot be separated from the people of Tamil Nadu. It is evident from the action plans released by TVK, which were a photocopy of DMK's policies,"" Regupathy said.Regupathy's reaction came after Vijay's direct attack on DMK at TVK's inaugural conference held in Vikravandi on Sunday.Vijay accused the ruling DMK govt, calling it an anti-people govt, and also accused DMK of deceiving the voters under the guise of the Dravidian model. He also said that no one could label TVK as the ‘B' team of any other party, as they are clearly declaring their stance and fundamental principle as ‘Pirapokkum Ella Uyirkum' (all are equal by birth).Responding to questions on Vijay's comments regarding power sharing, S Regupathy said, ""They (TVK) have to meet people in all the 234 assembly constituencies in Tamil Nadu, nominate candidates, and secure votes from the voters to form a majority govt. Our alliance can't be broken by any forces. Our alliance partners will remain intact with DMK.""""Vijay's only aim is to attract AIADMK cadres and add strength to the BJP by splitting AIADMK's vote share. DMK is a tree that bears fruits; hence it's getting pelted with stones,"" he added.","  Oct 29, 2024, 00:42 IST","['city', 'trichy']",114704712
